0.563165,0.0575826
0.566856,0.0403785
0.518477,0.0443823
0.556306,0.0653874
0.493972,0.0400974
0.486744,0.0461079
0.546737,0.0383044
0.535383,0.040072
0.485683,0.0495831
0.518405,0.0707289
0.527666,0.0674495
0.586866,0.0406345
0.564305,0.0411627
0.556833,0.0613521
0.599423,0.041862
0.607014,0.0400849
0.498958,0.0403198
0.515431,0.0607308
0.530177,0.0496204
0.519942,0.050504
0.579684,0.0389753
0.575174,0.0407593
0.527773,0.0449293
0.470576,0.0481262
0.474334,0.059127
0.522591,0.0528841
0.474782,0.0415258
0.562318,0.0555185
0.499131,0.062455
0.550592,0.0517121
0.556964,0.0446496
0.536589,0.0485996
0.550618,0.0392206
0.627612,0.0381608
0.564689,0.0499539
0.501925,0.0392013
0.590375,0.0493829
0.545465,0.0405183
0.538591,0.0397898
0.532099,0.0582553
0.535645,0.058109
0.50939,0.0408223
0.474374,0.0442291
0.511886,0.0470112
0.502813,0.0364764
0.527796,0.0684781
0.616785,0.0412375
0.471972,0.0532515
0.558889,0.0601096
0.476692,0.0424408
0.488963,0.0523619
0.589867,0.040358
0.528025,0.0425494
0.531067,0.0399751
0.601249,0.0602985
0.486205,0.051066
0.61305,0.0508771
0.572135,0.0499959
0.606407,0.0475655
0.525204,0.0428688
0.535021,0.0578993
0.573803,0.0419002
0.500135,0.0644047
0.629732,0.0458897
0.498451,0.0382073
0.618943,0.0648452
0.497526,0.0592463
0.489959,0.0623091
0.563979,0.0618645
0.503162,0.0474622
0.591951,0.07811
0.569254,0.0368581
0.599725,0.0446942
0.56171,0.0391209
0.611972,0.0495796
0.585543,0.0506637
0.580632,0.0565128
0.473592,0.0378975
0.528822,0.0458002
0.47191,0.0404252
0.518622,0.0394861
0.583574,0.0399002
0.508822,0.0547652
0.500604,0.0431478
0.513215,0.0476262
0.582418,0.0459894
0.507807,0.0658452
0.594396,0.0682414
0.552926,0.0501516
0.605736,0.0381059
0.611098,0.0553841
0.603921,0.0456928
0.549764,0.0437981
0.480812,0.037546
0.470871,0.0612139
0.504917,0.0459972
0.520916,0.0503095
0.529499,0.0384484
0.618875,0.044134
0.567572,0.0482791
