0.563165,0.0562293
0.566856,0.040068
0.518477,0.0438193
0.556306,0.0637664
0.493972,0.0397965
0.486744,0.0454144
0.546737,0.0380944
0.535383,0.0397768
0.485683,0.0486571
0.518405,0.0688899
0.527666,0.0656963
0.586866,0.0403569
0.564305,0.0408004
0.556833,0.0598403
0.599423,0.041523
0.607014,0.0398228
0.498958,0.0400103
0.515431,0.0591775
0.530177,0.0487017
0.519942,0.0495057
0.579684,0.0387664
0.575174,0.0404557
0.527773,0.0443245
0.470576,0.0473346
0.474334,0.057787
0.522591,0.0517402
0.474782,0.0411627
0.562318,0.0542673
0.499131,0.0608397
0.550592,0.0506433
0.556964,0.044044
0.536589,0.0477427
0.550618,0.0389635
0.627612,0.0380094
0.564689,0.0490033
0.501925,0.0389505
0.590375,0.0485851
0.545465,0.0401966
0.538591,0.0395091
0.532099,0.0568404
0.535645,0.0567087
0.50939,0.0404843
0.474374,0.0436944
0.511886,0.0462526
0.502813,0.0363422
0.527796,0.0667095
0.616785,0.0409311
0.471972,0.0521664
0.558889,0.0586427
0.476692,0.0420267
0.488963,0.0512572
0.589867,0.0400943
0.528025,0.0421196
0.531067,0.0396903
0.601249,0.0588682
0.486205,0.0500455
0.61305,0.0499845
0.572135,0.0491051
0.606407,0.0468635
0.525204,0.0424197
0.535021,0.0565074
0.573803,0.0415344
0.500135,0.0627218
0.629732,0.0453944
0.498451,0.038003
0.618943,0.063372
0.497526,0.0577648
0.489959,0.0607609
0.563979,0.0603627
0.503162,0.0466785
0.591951,0.0758518
0.569254,0.0367135
0.599725,0.0441802
0.56171,0.0388648
0.611972,0.0487591
0.585543,0.049787
0.580632,0.0553605
0.473592,0.0377136
0.528822,0.0451374
0.47191,0.0401209
0.518622,0.0392235
0.583574,0.0396535
0.508822,0.0535117
0.500604,0.0426846
0.513215,0.0468238
0.582418,0.0453978
0.507807,0.0641055
0.594396,0.0664005
0.552926,0.0491757
0.605736,0.0379329
0.611098,0.0542669
0.603921,0.0451135
0.549764,0.0432889
0.480812,0.0373749
0.470871,0.0598138
0.504917,0.0453213
0.520916,0.049325
0.529499,0.0382354
0.618875,0.0436737
0.567572,0.0474648
