0.563165,0.0512286
0.566856,0.0389052
0.518477,0.0418633
0.556306,0.057559
0.493972,0.0386576
0.486744,0.0430017
0.546737,0.0372891
0.535383,0.0386671
0.485683,0.0453883
0.518405,0.0617486
0.527666,0.0588726
0.586866,0.0392708
0.564305,0.0394542
0.556833,0.0541743
0.599423,0.0401881
0.607014,0.0387976
0.498958,0.0388236
0.515431,0.053399
0.530177,0.0454162
0.519942,0.0459402
0.579684,0.0379529
0.575174,0.0393047
0.527773,0.0422215
0.470576,0.0445221
0.474334,0.0528414
0.522591,0.0476026
0.474782,0.0398239
0.562318,0.0495967
0.499131,0.0548409
0.550592,0.0467993
0.556964,0.0419424
0.536589,0.0446851
0.550618,0.0379912
0.627612,0.0373873
0.564689,0.0455995
0.501925,0.0379762
0.590375,0.0455788
0.545465,0.0389918
0.538591,0.0384509
0.532099,0.0516302
0.535645,0.0515582
0.50939,0.0392048
0.474374,0.0418356
0.511886,0.0435472
0.502813,0.0357997
0.527796,0.0597586
0.616785,0.0397358
0.471972,0.0482271
0.558889,0.053172
0.476692,0.0405049
0.488963,0.0472987
0.589867,0.0390543
0.528025,0.0405216
0.531067,0.0386168
0.601249,0.0533679
0.486205,0.0464217
0.61305,0.046647
0.572135,0.0458734
0.606407,0.0442438
0.525204,0.0407506
0.535021,0.0513922
0.573803,0.0401568
0.500135,0.0563965
0.629732,0.0434902
0.498451,0.0372017
0.618943,0.0575693
0.497526,0.0523327
0.489959,0.055
0.563979,0.0547072
0.503162,0.0438384
0.591951,0.0670162
0.569254,0.0361465
0.599725,0.0423006
0.56171,0.0378985
0.611972,0.0457046
0.585543,0.0464967
0.580632,0.0508782
0.473592,0.0370126
0.528822,0.0428138
0.47191,0.0389915
0.518622,0.0382296
0.583574,0.0386916
0.508822,0.0488981
0.500604,0.0409185
0.513215,0.0439565
0.582418,0.0432314
0.507807,0.0574852
0.594396,0.0591139
0.552926,0.0456905
0.605736,0.0372395
0.611098,0.0499429
0.603921,0.0429787
0.549764,0.0414037
0.480812,0.0367223
0.470871,0.0545841
0.504917,0.0429027
0.520916,0.0458109
0.529499,0.0374205
0.618875,0.0419735
0.567572,0.0445444
