0.470001, 0.390448, 0.540897
0.543384, 0.454646, 0.455033
0.477527, 0.47802, 0.528687
0.619551, 0.430763, 0.503107
0.602954, 0.374934, 0.428554
0.554752, 0.476786, 0.421232
0.531346, 0.380112, 0.486798
0.579884, 0.463638, 0.56887
0.605387, 0.453717, 0.434714
0.574627, 0.435973, 0.53219
0.615651, 0.491364, 0.461992
0.477594, 0.487175, 0.472517
0.571222, 0.490427, 0.578566
0.528454, 0.408933, 0.577208
0.585626, 0.489946, 0.524243
0.48163, 0.470475, 0.561553
0.513634, 0.439227, 0.542639
0.546437, 0.407449, 0.463985
0.527482, 0.396043, 0.497843
0.613625, 0.514875, 0.42969
0.614744, 0.450125, 0.502607
0.521045, 0.527264, 0.499036
0.512583, 0.383932, 0.571642
0.4818, 0.449518, 0.481463
0.514333, 0.515613, 0.50476
0.544311, 0.519958, 0.428013
0.591842, 0.492634, 0.552451
0.490055, 0.37199, 0.53015
0.60892, 0.470133, 0.537796
0.586066, 0.529335, 0.562172
0.507311, 0.418416, 0.476162
0.552124, 0.463981, 0.555357
0.535933, 0.504052, 0.463091
0.536463, 0.455381, 0.494867
0.515954, 0.397934, 0.444595
0.561465, 0.497796, 0.425289
0.555512, 0.449159, 0.572858
0.589727, 0.458139, 0.562518
0.569976, 0.504128, 0.445563
0.50404, 0.48376, 0.440868
0.484558, 0.413341, 0.42048
0.536287, 0.373717, 0.533571
0.620064, 0.407791, 0.448943
0.520806, 0.51133, 0.524329
0.494054, 0.478419, 0.48173
0.532036, 0.449362, 0.443605
0.56395, 0.504694, 0.514417
0.622865, 0.458389, 0.443704
0.627329, 0.434811, 0.442691
0.560384, 0.409756, 0.498162
0.544245, 0.523177, 0.440165
0.501961, 0.420481, 0.520683
0.490274, 0.473602, 0.519461
0.598492, 0.409062, 0.496229
0.53229, 0.401924, 0.42454
0.614268, 0.437641, 0.442723
0.621598, 0.435059, 0.44099
0.611704, 0.384165, 0.445952
0.48137, 0.427865, 0.460489
0.491618, 0.494706, 0.492849
0.525924, 0.441769, 0.549431
0.619068, 0.473665, 0.45444
0.578735, 0.514836, 0.46002
0.607738, 0.444806, 0.500953
0.566063, 0.500211, 0.540935
0.543959, 0.52162, 0.521238
0.540293, 0.501354, 0.530237
