"P","P1","P2"
-1.2000000476837158,0.9000000357627869,-9.90000057220459
-0.9000000357627869,0.9000000357627869,-9.90000057220459
-1.2000000476837158,1.2000000476837158,-9.90000057220459
-0.9000000357627869,1.2000000476837158,-10.200000762939453
-0.9000000357627869,1.2000000476837158,-9.90000057220459
-0.9000000357627869,1.5,-10.200000762939453
-0.9000000357627869,1.5,-9.90000057220459
-0.9000000357627869,1.8000000715255737,-10.200000762939453
-0.9000000357627869,1.8000000715255737,-9.90000057220459
-0.6000000238418579,0.9000000357627869,-9.90000057220459
-0.6000000238418579,1.2000000476837158,-9.90000057220459
-0.6000000238418579,1.5,-10.200000762939453
-0.6000000238418579,1.5,-9.90000057220459
-0.6000000238418579,1.8000000715255737,-10.200000762939453
-0.6000000238418579,1.8000000715255737,-9.90000057220459
-0.6000000238418579,2.1000001430511475,-10.200000762939453
-0.6000000238418579,2.1000001430511475,-9.90000057220459
-0.30000001192092896,1.8000000715255737,-10.200000762939453
-0.30000001192092896,1.8000000715255737,-9.90000057220459
-0.30000001192092896,2.1000001430511475,-10.200000762939453
-0.30000001192092896,2.1000001430511475,-9.90000057220459
-0.6000000238418579,2.4000000953674316,-10.200000762939453
-0.6000000238418579,2.4000000953674316,-9.90000057220459
-0.6000000238418579,2.700000047683716,-10.200000762939453
-0.6000000238418579,2.700000047683716,-9.90000057220459
-0.30000001192092896,2.4000000953674316,-10.200000762939453
-0.30000001192092896,2.4000000953674316,-9.90000057220459
-0.30000001192092896,2.700000047683716,-10.200000762939453
-0.30000001192092896,2.700000047683716,-9.90000057220459
-0.6000000238418579,3.0,-10.200000762939453
-0.6000000238418579,3.0,-9.90000057220459
-0.6000000238418579,3.3000001907348633,-10.200000762939453
-0.6000000238418579,3.3000001907348633,-9.90000057220459
-0.30000001192092896,3.0,-10.200000762939453
-0.30000001192092896,3.0,-9.90000057220459
-0.30000001192092896,3.3000001907348633,-10.200000762939453
-0.30000001192092896,3.3000001907348633,-9.90000057220459
-0.6000000238418579,3.6000001430511475,-9.90000057220459
-0.6000000238418579,3.9000000953674316,-9.90000057220459
-0.30000001192092896,3.6000001430511475,-10.200000762939453
-0.30000001192092896,3.6000001430511475,-9.90000057220459
-0.30000001192092896,3.9000000953674316,-10.200000762939453
-0.30000001192092896,3.9000000953674316,-9.90000057220459
-0.30000001192092896,4.200000286102295,-10.5
-0.30000001192092896,4.5,-10.5
-0.6000000238418579,4.200000286102295,-10.200000762939453
-0.6000000238418579,4.200000286102295,-9.90000057220459
