0.474037, 0.295625, 0.540972
0.711854, 0.329206, 0.414487
0.680746, 0.377894, 0.560357
0.684375, 0.307734, 0.502505
0.610518, 0.274906, 0.427508
0.804524, 0.342407, 0.384258
0.535461, 0.281093, 0.486423
0.811525, 0.310793, 0.611682
0.793858, 0.300264, 0.402772
0.638888, 0.323206, 0.546901
0.807341, 0.331209, 0.443269
0.726803, 0.39184, 0.42897
0.848993, 0.34918, 0.622088
0.537676, 0.308199, 0.578157
0.80036, 0.349712, 0.547725
0.697184, 0.354585, 0.612868
0.572404, 0.332933, 0.561737
0.556289, 0.309901, 0.462131
0.532925, 0.297926, 0.497389
0.89955, 0.360385, 0.411517
0.749034, 0.306828, 0.505301
0.835153, 0.430152, 0.505217
0.516529, 0.286444, 0.571915
0.531914, 0.360141, 0.458646
0.818272, 0.417683, 0.515531
0.848988, 0.403565, 0.392792
0.82615, 0.343172, 0.583715
0.492922, 0.276308, 0.53014
0.800893, 0.311153, 0.568823
0.881428, 0.388399, 0.593149
0.519861, 0.324253, 0.472351
0.783322, 0.318823, 0.602587
0.805387, 0.389173, 0.432326
0.642748, 0.352705, 0.484478
0.523226, 0.3073, 0.442954
0.833323, 0.367592, 0.392306
0.768164, 0.303147, 0.616056
0.806298, 0.302535, 0.603512
0.829075, 0.372898, 0.417321
0.784733, 0.373143, 0.391352
0.496436, 0.329636, 0.416714
0.539707, 0.272807, 0.533656
0.64122, 0.299089, 0.44607
0.815948, 0.402418, 0.55383
0.716851, 0.380439, 0.449535
0.677285, 0.331584, 0.4067
0.809648, 0.378476, 0.532073
0.803362, 0.293744, 0.415282
0.744267, 0.291785, 0.422427
0.570442, 0.307576, 0.497439
0.843198, 0.407522, 0.406242
0.512774, 0.321342, 0.521889
0.688919, 0.372707, 0.546785
0.611902, 0.303307, 0.495546
0.542345, 0.310206, 0.422257
0.742435, 0.296058, 0.419066
0.739057, 0.294066, 0.420269
0.621429, 0.280525, 0.444678
0.501484, 0.339417, 0.450962
0.758468, 0.401981, 0.482747
0.610802, 0.333346, 0.572962
0.80176, 0.309105, 0.429655
0.830739, 0.382291, 0.439143
0.717853, 0.312361, 0.498592
0.8179, 0.364999, 0.574048
0.833119, 0.405955, 0.544321
