0.46248, 0.326068, 0.541063
0.577499, 0.297826, 0.455384
0.479098, 0.348645, 0.528919
0.638633, 0.237738, 0.503504
0.619784, 0.224995, 0.428905
0.585365, 0.296148, 0.421632
0.58123, 0.268283, 0.487133
0.608067, 0.26346, 0.569297
0.627174, 0.249549, 0.435148
0.606235, 0.250703, 0.532587
0.635036, 0.269926, 0.462449
0.479907, 0.351592, 0.472775
0.59831, 0.289649, 0.578997
0.569985, 0.294499, 0.577521
0.609977, 0.278969, 0.524671
0.483149, 0.348053, 0.561777
0.528057, 0.332925, 0.542842
0.590944, 0.25926, 0.464354
0.571575, 0.288829, 0.498144
0.633098, 0.28444, 0.430189
0.635029, 0.245064, 0.503022
0.531034, 0.360157, 0.499372
0.536537, 0.319924, 0.571842
0.483023, 0.343211, 0.481644
0.523079, 0.35709, 0.505069
0.563278, 0.338068, 0.428408
0.615205, 0.276172, 0.552899
0.488925, 0.332323, 0.530273
0.63017, 0.255935, 0.538233
0.607139, 0.318041, 0.562634
0.517701, 0.335797, 0.476312
0.58518, 0.291881, 0.555732
0.554682, 0.336301, 0.463438
0.567329, 0.31005, 0.49518
0.542513, 0.317896, 0.444813
0.587383, 0.305735, 0.425704
0.591485, 0.277103, 0.573247
0.615436, 0.254702, 0.562948
0.594781, 0.30156, 0.44599
0.510968, 0.350146, 0.441133
0.484106, 0.336646, 0.420619
0.587917, 0.251378, 0.533936
0.63747, 0.23122, 0.449328
0.531773, 0.351114, 0.524643
0.498314, 0.351786, 0.481962
0.562765, 0.311821, 0.443919
0.588673, 0.307999, 0.514819
0.642064, 0.247616, 0.444147
0.645568, 0.238351, 0.443111
0.599442, 0.246607, 0.498538
0.562548, 0.340685, 0.440556
0.508005, 0.339796, 0.520814
0.49341, 0.350151, 0.519677
0.620903, 0.23315, 0.496602
0.578171, 0.279838, 0.424887
0.634311, 0.240168, 0.443144
0.640493, 0.238766, 0.44141
0.627959, 0.226381, 0.446306
0.481428, 0.338515, 0.460645
0.495649, 0.355871, 0.49311
0.553635, 0.317757, 0.549706
0.638655, 0.255722, 0.454891
0.601098, 0.306525, 0.460454
0.629232, 0.244164, 0.501361
0.591684, 0.302145, 0.541346
0.561885, 0.340674, 0.521608
0.561088, 0.330424, 0.530586
0.604174, 0.313834, 0.573174
0.62705, 0.234539, 0.506368
0.59604, 0.241529, 0.48661
0.58572, 0.315649, 0.490804
0.609072, 0.295613, 0.53494
0.620876, 0.26594, 0.539116
0.475636, 0.360618, 0.504291
0.592468, 0.24457, 0.534518
0.577762, 0.305404, 0.529487
0.507431, 0.36241, 0.558849
0.633019, 0.248565, 0.442709
0.558944, 0.34609, 0.454871
0.584205, 0.276465, 0.502689
0.631809, 0.241947, 0.495209
0.622111, 0.238736, 0.454246
0.644741, 0.227804, 0.521232
0.601116, 0.22752, 0.420515
0.616917, 0.270286, 0.471508
0.561309, 0.322208, 0.529214
0.508628, 0.357302, 0.533705
0.620931, 0.227036, 0.433438
0.616572, 0.261099, 0.45465
0.513493, 0.332709, 0.482344
0.640892, 0.288343, 0.48286
0.524112, 0.343733, 0.465712
0.616853, 0.276467, 0.488034
0.540006, 0.319653, 0.422026
0.506477, 0.368176, 0.459385
0.620891, 0.228554, 0.484053
0.602476, 0.236975, 0.552922
0.50021, 0.370175, 0.461483
0.520607, 0.329666, 0.455257
0.599729, 0.28174, 0.547578
0.606589, 0.281015, 0.527548
0.603411, 0.229274, 0.516067
0.515035, 0.337173, 0.532117
0.492268, 0.354764, 0.504431
0.591002, 0.284248, 0.473127
0.609415, 0.230723, 0.446243
0.569753, 0.326597, 0.5505
0.586599, 0.301512, 0.470949
0.494945, 0.346344, 0.469906
0.597598, 0.268884, 0.489323
0.524809, 0.333864, 0.483063
0.577281, 0.29579, 0.482386
0.543092, 0.315457, 0.479376
0.519517, 0.345827, 0.52844
0.579298, 0.308888, 0.535692
0.640555, 0.24098, 0.570861
0.543776, 0.324853, 0.502988
0.607172, 0.248613, 0.517296
0.642859, 0.227692, 0.527571
0.547755, 0.325083, 0.503918
0.619014, 0.224312, 0.464206
0.603662, 0.263812, 0.567272
